0.056639,-0.028432,0.33397,-0.28117,-0.4417,0.59702,-0.32521,-0.030643,-0.31744,0.092054,0.14411,0.1172,-0.021756,0.05424,-0.0013617,-1.1354e-05,3.4239e-17,0
0.35136,-0.20965,0.02649,0.080753,-0.026524,0.018497,0.022882,-0.13865,0.088469,-0.20862,0.065056,0.11422,0.55699,0.079276,-0.57231,0.30313,1.9127e-14,0
-0.3496,0.22152,-0.013812,-0.088888,0.010768,-0.022452,-0.031266,0.12487,-0.026684,0.20774,-0.018349,-0.10245,-0.29478,-0.042088,-0.34793,0.73417,5.812e-14,0
0.34511,-0.23566,-0.0032799,0.097432,0.0061528,0.024952,0.045121,-0.1022,-0.05083,-0.21116,-0.042989,0.090824,-0.10914,-0.019539,0.62328,0.58709,5.635e-14,0
-0.33513,0.25088,0.026345,-0.10506,-0.021901,-0.023672,-0.066728,0.066589,0.14348,0.22253,0.1203,-0.083378,0.71532,0.11404,0.40304,0.1563,1.7373e-14,0
0.15663,-0.38385,-0.20484,-0.13164,0.03244,-0.18638,0.11297,0.56144,-0.44561,0.25982,0.31815,-0.17222,0.082618,0.035102,-0.0069141,-0.00013328,5.4116e-17,0
-0.19312,-0.35753,-0.22081,-0.28778,0.16864,0.10196,0.15419,-0.1395,0.14304,0.36082,-0.083826,0.6794,-0.0053712,-0.0439,0.0024446,0.00016062,8.8458e-17,0
-0.15091,-0.19297,-0.36437,-0.40802,0.1513,0.38848,0.032659,-0.0052461,0.32871,-0.39651,0.24614,-0.36612,-0.064614,0.041841,0.004935,5.3932e-05,-3.7069e-17,0
0.27963,0.25041,-0.17511,0.0065477,-0.04919,0.35226,0.16177,0.3957,0.14244,0.086864,-0.32874,0.010142,0.12683,-0.54443,-0.00014567,-0.0003788,0.26579,0
-0.22605,-0.21118,0.018784,0.45352,-0.19754,0.32059,0.2584,0.26773,0.12835,0.0019858,-0.14911,-0.018827,0.01658,0.11517,-0.0010669,1.3554e-05,-0.60449,0
-0.28093,-0.25862,0.077098,0.36275,-0.1416,0.13338,0.15074,0.075461,0.052901,-0.029146,-0.0036777,-0.018745,-0.031543,0.28539,-0.00080728,0.00014498,0.75096,0
0.3135,0.23535,-0.042047,-0.25566,0.092487,0.072187,0.113,0.19487,0.077452,0.09142,-0.38067,0.0071682,-0.069237,0.742,-0.0040474,0.00030037,-2.4369e-16,0
0.15786,0.40258,-0.24788,0.26357,-0.05412,0.07218,-0.01998,0.16559,0.17411,-0.043904,0.64072,0.4025,-0.14704,0.14006,0.011674,0.00039603,3.5222e-16,0
0.048124,0.065703,-0.034384,0.31909,0.69413,0.4298,-0.10755,-0.20706,-0.30016,0.23195,0.047975,-0.13344,0.057615,0.043207,-0.013654,-0.00014663,-2.9887e-16,0
0.032231,0.12884,0.53526,-0.198,0.14734,0.059445,0.74054,-0.061868,-0.014137,-0.018164,0.26856,-0.018443,-0.026853,-0.073864,0.0039979,-6.8895e-05,7.2923e-18,0
0.31643,-0.18161,0.096002,0.072125,-0.14115,-0.0096139,-0.071347,-0.19359,0.51259,0.60367,0.16944,-0.34064,-0.13309,-0.015622,0.0044431,-3.9254e-05,-4.0241e-17,0
0.014393,0.17244,-0.51605,0.031553,-0.3934,0.045356,0.39339,-0.48076,-0.33395,0.13634,-0.024994,-0.15868,0.047411,0.042991,-0.0056229,-3.6561e-05,-1.8592e-16,0
0,0,-0,-0,-0,0,0,-0,0,0,-0,0,0,-0,0,-0,0,1
